Region,Subregion,Country,City/station,PM10,PM 2.5,of monitoring stations,for air quality
EurHI,EurA,France,Marne la Vallée,23,17,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Marseille,35,17,3 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Martigues,32,23,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Melun,24,17,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Metz,20,21,3 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Montbeliard,27,21,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Montpellier,23,18,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Mulhouse,23,18,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Nancy,21,17,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Nantes,21,16,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Nice,26,19,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Nimes,24,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Niort,20,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Orléans,23,18,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Paris,24,17,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Pau,23,14,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Perpignan,20,17,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Poitiers,19,17,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Quimper,22,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Reims,29,22,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Rennes,21,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Roanne,27,19,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Rouen,25,18,3 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Saint Denis,14,10,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Saint-Brieuc,22,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Saint-Etienne,24,19,4 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Saint-Nazaire,24,12,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Saint-Quentin,29,22,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Strasbourg,25,19,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Tarbes,23,17,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Toulon,28,17,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Toulouse,26,20,4 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Tours,23,17,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Troyes,26,19,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Valence,26,19,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,France,Valenciennes,26,20,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Aachen,19,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Aschaffenburg,21,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Augsburg,22,15,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Bamberg,21,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Berlin,24,20,4 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Bielefeld,23,20,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Bonn,23,17,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Brandenburg an der Havel,23,19,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Braunschweig,20,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Bremen,21,16,3 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Bremerhaven,21,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Chemnitz,22,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Cottbus,25,20,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Darmstadt,16,12,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Dortmund,26,19,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Dresden,22,17,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Duisburg,25,18,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Düsseldorf,25,17,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Erlangen,20,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Essen,30,19,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Frankfurt (Oder),26,19,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Frankfurt am Main,22,18,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Freiburg im Breisgau,17,12,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Fulda,19,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Gelsenkirchen,26,20,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Gera,25,19,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Göttingen,15,12,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Halle an der Saale,25,19,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Hamburg,25,17,5 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Hannover,20,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Ingolstadt,23,17,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Jena,24,18,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Kaiserslautern,,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Karlsruhe,20,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Kassel,23,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Kempten (Allgäu),18,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Kiel,23,17,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Köln,22,17,3 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Konstanz,20,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Krefeld,26,19,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Leipzig,22,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Leverkusen,21,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Lübeck,22,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Ludwigsburg,18,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Ludwigshafen am Rhein,22,17,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Lüneburger Heide,17,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Magdeburg,25,18,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Mainz,21,17,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Mannheim,24,18,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Marburg,18,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Mönchengladbach,23,17,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Mülheim a.d.Ruhr,25,19,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,München,21,14,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Münster,23,18,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Neu-Ulm,23,17,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Nürnberg,,17,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Offenburg,21,15,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Osnabrück,19,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Potsdam,22,18,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Reutlingen,18,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Rostock,23,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Saarbrücken,22,13,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Solingen,20,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Stuttgart,21,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Tübingen,19,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Ulm,21,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Villingen-Schwenningen,18,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Weimar,21,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Wiesbaden,20,17,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Wolfsburg,18,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Germany,Wuppertal,23,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Greece,Agia Paraskevi,23,17,1 suburban background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Greece,Ioannina,,27,1 suburban background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Greece,Koropi,22,16,1 suburban background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Greece,Lykovrisi,30,22,1 suburban background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Greece,Panorama,37,27,1 suburban background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Iceland,Hafnarfjordur,9,4,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Iceland,Kopavogur,10,5,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Iceland,Reykjavik,11,10,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Ireland,Cork,17,8,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Ireland,Dublin,18,9,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Israel ,Ashdod,62,22,"2 urban background (1 PM10, 1 PM2.5)","Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx, ,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx"
EurHI,EurA,Israel ,Ashkelon,74,27,"1 urban background station (PM10); 2 stations (PM2,5): 1 suburban background, 1 urban background","Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx"
EurHI,EurA,Israel ,Beersheva,68,45,1 urban background station,"Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx"
EurHI,EurA,Israel ,Beit Shemesh ,68,45,1 urban background station,"Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx"
EurHI,EurA,Israel ,Gadera,,26,1 urban background station,"Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx"
EurHI,EurA,Israel ,Hadera,46,25,"2 suburban background (1 PM10, 1 PM2.5)","Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx"
EurHI,EurA,Israel ,Haifa (Metropolitan),45,22,"9 stations (PM10), 4 stations (PM2.5):   urban background, residential, commercial, suburban background","Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx"
EurHI,EurA,Israel ,Heftzibah (Gilboa-Beit Shean Valley -northeastern Israel ),53,,1 rural background station -northeastern Israel,"Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx"
EurHI,EurA,Israel ,Karmei Yosef - (rural) Gezer Region,66,,1 rural background station,"Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx"
EurHI,EurA,Israel ,Kibbutz Erez (southwestern Israel),68,,1 station,"Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx"
EurHI,EurA,Israel ,Kibbutz Sde Yoav (rural southern Israel),,24,1 rural background station,"Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx"
EurHI,EurA,Israel ,Kiryat Malachi,,23,1 background station,"Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx"
EurHI,EurA,Israel ,Modi'in,70,46,2 urban background stations,"Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx"
EurHI,EurA,Israel ,Rehovot,63,42,1 urban background station,"Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx"
EurHI,EurA,Israel ,Sderot,,24,"2 stations (1 background, 1 suburban background)","Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx"
EurHI,EurA,Israel ,Tel Aviv (Metropolitan),67,23,"4 stations (PM10),  4 stations (PM2.5): urban background, residential, commercial.","Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx"
EurHI,EurA,Italy,Ancona,33,20,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Asti,37,26,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Bari,26,18,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Bergamo,39,31,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Biella,28,19,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Bologna,30,20,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Brescia,43,32,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Cagliari,20,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Campobasso,22,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Catania,24,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Cosenza,,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Cremona,42,30,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Ferrara,34,23,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Firenze,25,16,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Forli,29,20,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Genova,23,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,La Spezia,23,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Lecco,31,24,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Livorno,14,9,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Milano,37,33,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Modena,38,25,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Monza,47,39,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Napoli,39,27,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Novara,32,26,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Padova,44,34,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Parma,36,22,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Pavia,29,20,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Perugia,23,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Pesaro,35,20,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Pescara,37,26,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Piacenza,35,26,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Pisa,26,18,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Prato,30,22,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Ravenna,36,25,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Reggio nell Emilia,35,25,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Rimini,35,25,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Roma,32,21,5 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Savona,21,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Taranto,24,17,3 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Torino,44,35,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Trento,26,19,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Treviso,43,30,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Udine,28,21,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Varese,20,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Venezia,38,30,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Verona,35,28,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Viareggio,30,21,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Italy,Vicenza,44,31,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurC,Latvia,Riga,23,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurC,Lithuania,Panevežys,19,12,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurC,Lithuania,Vilnius,23,16,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Luxembourg,Luxembourg,18,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Malta,Zejtun,,12,1 urban background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Monaco,Monaco,20,13,2 background stations,"L'environnement en principauté de Monaco, Recueil de Données 2011, Chap 4"
EurHI,EurA,Netherlands,Amsterdam,25,18,4 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Netherlands,Breda,25,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Netherlands,Dordrecht,26,17,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Netherlands,Enschede,,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Netherlands,Groningen,,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Netherlands,Heerlen,23,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Netherlands,Nijmegen,,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Netherlands,Rotterdam,25,17,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Netherlands,s' Gravenhage,27,16,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Netherlands,Schiedam,,18,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Netherlands,Utrecht,,18,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Netherlands,Zaanstad,27,17,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Norway,Bergen,19,9,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Norway,Oslo,23,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Norway,Stavanger,17,8,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Norway,Trondheim,14,8,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Bialystok,33,27,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Bielsko-Biala,43,34,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Bydgoszcz,19,17,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Chelm,31,22,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Czestochowa,43,37,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Elblag,25,18,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Gdansk,24,18,6 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Gdynia,18,13,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Gliwice,52,34,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Gorzów Wielkopolski,33,17,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Grudziadz,23,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Inowroclaw,17,12,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Jelenia Góra,49,35,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Kalisz,34,33,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
