Region,Subregion,Country,City/station,PM10,PM 2.5,of monitoring stations,for air quality
Eur,EurC,Belarus,Zhlobin,26,17,1 urban station,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011."
Eur,EurB,Bosnia and Herzegovina,Sarajevo,48,33,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Bulgaria,Blagoevgrad,49,33,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Bulgaria,Burgas,36,24,3 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Bulgaria,Dobrich,59,39,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Bulgaria,Haskovo,53,35,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Bulgaria,Pernik,74,52,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Bulgaria,Pleven,52,35,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Bulgaria,Plovdiv,64,42,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Bulgaria,Ruse,45,30,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Bulgaria,Shumen,47,32,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Bulgaria,Sofia,65,45,3 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Bulgaria,Stara Zagora,42,21,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Bulgaria,Veliko Tarnovo,50,33,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Bulgaria,Vratsa,39,26,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurC,Hungary,Budapest,33,27,3 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurC,Hungary,Debrecen,33,26,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurC,Hungary,Gyõr,34,23,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Romania,Alba Iulia,26,18,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Romania,Arad,,22,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Romania,Bacau,,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Romania,Baia Mare,33,20,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Romania,Botosani,,18,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Romania,Bucuresti,40,24,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Romania,Galati,18,12,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Romania,Iasi,42,23,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Romania,Pitesti,,20,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Romania,Ploiesti,,21,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Romania,Satu Mare,,25,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Romania,Suceava,,21,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Romania,Târgu Mures,,25,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Romania,Timisoara,,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Serbia,Beograd,51,34,3 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Serbia,Nis,67,45,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Adana,51,34,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Adiyaman,83,56,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Afyon,112,75,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Agri,51,34,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Aksaray,70,47,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Amasya,43,29,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Ankara,58,39,6 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Antalya,63,42,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Artvin,34,23,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Aydin,95,64,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Balikesir,79,53,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Bartin,71,48,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Batman,115,77,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Bayburt,48,32,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Bilecik,58,39,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Bingol,30,20,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Bolu,59,39,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Burdur,86,58,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Canakkale,22,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Cankiri,46,31,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Corum,75,50,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Denizli,87,58,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Diyarbakir,77,52,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Duzce,93,62,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Edirne,79,53,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Elazig,46,31,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Erzincan,40,27,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Erzurum,59,40,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Eskisehir,31,21,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Gaziantep,101,68,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Giresun,21,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Gumshane,59,40,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Hakkari,71,47,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Igdir,135,90,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Isparta,100,67,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Istanbul,48,32,10 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Izmir,54,36,7 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Kahramanmaras,71,48,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Karabuk,52,35,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Kars,54,36,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Kastamonu,34,23,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Kayseri,53,35,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Kilis,71,47,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Kirikkale,60,41,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Kirklareli,58,39,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Kirsehir,69,47,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Konya,63,42,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Kutahya,80,53,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Malatya,72,49,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Manisa,78,52,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Mardin,89,60,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Mugla,74,50,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Mus,33,22,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Nevsehir,55,37,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Nigde,76,51,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Ordu,61,41,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Osmaniye,109,73,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Rize,29,19,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Samsun,39,26,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Siirt,101,68,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Sinop,38,25,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Sirnak,46,31,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Sivas,48,32,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Tokat,31,21,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Trabzon,64,43,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Tunceli,41,27,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Usak,72,48,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Van,74,50,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Yalova,41,28,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Yozgat,58,39,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
Eur,EurB,Turkey,Zonguldak,87,59,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Andorra,Escaldes-Engordany,24,16,1 fixed station,Qualitat de l'aire a Andorra
EurHI,EurA,Austria,Graz,30,23,6 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Austria,Klagenfurt,25,19,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Austria,Linz,26,19,5 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Austria,Salzburg,21,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Austria,Wien,27,19,4 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Belgium,Antwerpen,29,20,4 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Belgium,Brugge,,19,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Belgium,Bruxelles / Brussel,27,18,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Belgium,Charleroi,22,17,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Belgium,Gent,31,21,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Belgium,Liège,25,14,5 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Belgium,Mons,21,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Cyprus,Lefkosia,,24,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Cyprus,Lemesos,36,22,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Czech Republic,Brno,27,21,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Czech Republic,Ceské Budejovice,24,20,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Czech Republic,Chomutov-Jirkov,30,22,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Czech Republic,Havirov,44,33,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Czech Republic,Jihlava,22,18,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Czech Republic,Karvina,45,33,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
